Id,Price(EUR),Location,Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor
763,95000,Novo Naselje,"NOVO NASELJE, NOVI SAD",2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",44,uknjiženo,uobičajeno stanje,useljivo,1990,7
764,92700,Rotkvarija,Socijalno,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",37,uknjiženo,uobičajeno stanje,useljivo,1990,prizemlje
765,145230,Grbavica,Grbavica,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",60,uknjiženo,uobičajeno stanje,useljivo,2009,3
766,178000,Veternik,Veternik,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",141,uknjiženo,uobičajeno stanje,useljivo,2009,2
767,198400,Grbavica,Grbavica,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",107,uknjiženo,uobičajeno stanje,useljivo,2007,5
768,94760,Detelinara,Nova Detelinara,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",46,uknjiženo,uobičajeno stanje,useljivo,2009,4
769,67980,Banatić,Železnička stanica,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",52,uknjiženo,uobičajeno stanje,useljivo,2009,4
770,82400,Grbavica,"GRBAVICA, NOVI SAD",1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",40,uknjiženo,uobičajeno stanje,useljivo,2009,4
771,59130,Adice,"ADICE, NOVI SAD",2.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",41,uknjiženo,uobičajeno stanje,useljivo,2009,3
772,149350,Liman,Liman 4,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",58,uknjiženo,uobičajeno stanje,useljivo,1984,1
773,115870,Detelinara,Nova Detelinara,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",45,uknjiženo,uobičajeno stanje,useljivo,2018,2
774,146200,Majur,Stari Majur,4,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",86,uknjiženo,novo,useljivo,2018,5
775,92700,Rotkvarija,"SOCIJALNO, NOVI SAD",1.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",37,uknjiženo,u izgradnji,useljivo,2018,visoko
776,100000,Liman,Liman 1,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",40,uknjiženo,uobičajeno stanje,useljivo,2018,2
777,319300,Stari Grad,Centar,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",143,uknjiženo,uobičajeno stanje,useljivo,2018,3
778,116060,Detelinara,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",49,uknjiženo,uobičajeno stanje,useljivo,2018,prizemlje
779,58700,Telep,Telep,2,grejanje na struju,prazno,ima lift (1),"telefon, kablovska",42,uknjiženo,renovirano,useljivo,2018,prizemlje
780,164800,Stari Grad,Centar,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",78,uknjiženo,renovirano,useljivo,2018,4
781,154500,Novo Naselje,Bistrica,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",75,uknjiženo,renovirano,useljivo,2018,prizemlje
782,142760,Telep,Južni Telep,3.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",66,u procesu uknjižavanja,u izgradnji,useljivo,2018,prizemlje
783,89000,Telep,Heroja Pinkija,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",69,uknjiženo,u izgradnji,useljivo,2018,prizemlje
784,99000,Bulevar Oslobođenja,Bulevar Oslobođenja,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",36,uknjiženo,u izgradnji,useljivo,2005,5
785,78280,Stari Grad,Centar,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",76,uknjiženo,uobičajeno stanje,useljivo,2008,visoko
786,92700,Bulevar Oslobođenja,novosadskog sajma,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",30,uknjiženo,uobičajeno stanje,useljivo,2008,1
787,144200,Podbara,Podbara,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",73,u procesu uknjižavanja,renovirano,useljivo,2008,2
788,74160,Rotkvarija,vojvode supljikca,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",27,uknjiženo,renovirano,useljivo,2008,1
789,123600,Grbavica,Grbavica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",56,uknjiženo,renovirano,useljivo,2008,2
790,231750,Stari Grad,Kej,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",69,uknjiženo,renovirano,useljivo,2008,5
791,99300,Rotkvarija,lukijana musickog,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",36,uknjiženo,renovirano,useljivo,2008,2
792,220420,Stari Grad,Centar,3,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",109,uknjiženo,renovirano,useljivo,2008,2
793,101000,Liman,BUL.CARA LAZARA,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",34,uknjiženo,renovirano,useljivo,2008,2
794,159650,Sajmište,janka cmelika,5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",95,uknjiženo,renovirano,useljivo,2008,5
795,118450,Liman,balzakova,2,centralno grejanje,prazno,ima lift (2),"telefon, kablovska",57,uknjiženo,renovirano,useljivo,2008,4
796,442000,Bulevar Evrope,Bulevar Evrope,5,grejanje na gas,prazno,ima lift (2),"telefon, kablovska",149,uknjiženo,u izgradnji,useljivo,2008,1
797,129000,Sremska Kamenica,Sremska Kamenica,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",50,uknjiženo,uobičajeno stanje,useljivo,2008,1
798,129000,Sremska Kamenica,Sremska Kamenica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",50,uknjiženo,uobičajeno stanje,useljivo,2021,2
799,56000,Stari Grad,Stari Grad,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",36,uknjiženo,uobičajeno stanje,useljivo,2021,2
800,133900,Detelinara,Nova Detelinara,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",82,uknjiženo,uobičajeno stanje,useljivo,2006,5
801,34500,Stari Grad,Centar,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",19,uknjiženo,u izgradnji,useljivo,2014,suteren
802,60770,Adice,Adice,2,etažno grejanje,prazno,ima lift (1),"telefon, kablovska",63,uknjiženo,uobičajeno stanje,useljivo,2014,2
803,591000,Stari Grad,Spens,7,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",302,uknjiženo,luksuzno,useljivo,2014,4
804,34000,Stari Grad,Centar,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",19,uknjiženo,u izgradnji,useljivo,2014,suteren
805,92700,Stari Grad,Centar,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",37,uknjiženo,u izgradnji,useljivo,2020,visoko
806,79820,Novo Naselje,Novo Naselje,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet",43,uknjiženo,renovirano,useljivo,2020,1
807,60150,Veternik,Blok Milana Tepića,2.5,etažno grejanje,prazno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",54,uknjiženo,novo,useljivo,2020,prizemlje
808,129000,Sremska Kamenica,"SREMSKA KAMENICA, SREMSKA KAMENICA",2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",50,uknjiženo,novo,useljivo,2020,2
809,115900,Detelinara,Nova Detelinara,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",45,uknjiženo,novo,useljivo,2020,2
810,157080,Sajmište,"SAJAM, NOVI SAD",3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",68,uknjiženo,novo,useljivo,2020,1
811,108150,Detelinara,Nova Detelinara,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",45,uknjiženo,novo,useljivo,2020,2
812,115360,Stari Grad,Centar,1.5,grejanje na struju,prazno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",48,nije uknjiženo,novo,useljivo,2020,1
813,101300,Stari Grad,Centar,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",40,nije uknjiženo,novo,useljivo,2020,4
814,97850,Sajmište,Sajmište,1,centralno grejanje,prazno,ima lift (1),interfon,37,uknjiženo,novo,useljivo,2020,5
815,80000,Grbavica,Miše Dimitrijevića,1.5,centralno grejanje,namešteno,ima lift (1),interfon,40,nije uknjiženo,novo,useljivo,2020,4
816,133800,Detelinara,Nova Detelinara,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",82,uknjiženo,uobičajeno stanje,useljivo,2008,5
817,123600,Telep,Telep,4,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",64,uknjiženo,u izgradnji,useljivo,2013,prizemlje
818,177160,Stari Grad,Kej,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",86,uknjiženo,uobičajeno stanje,useljivo,1935,visoko
819,146880,Novo Naselje,Novo Naselje,4,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",92,uknjiženo,uobičajeno stanje,useljivo,1996,2
820,143700,Novo Naselje,Novo Naselje,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",90,uknjiženo,uobičajeno stanje,useljivo,1996,2
821,166500,Banatić,Železnička stanica,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",62,uknjiženo,uobičajeno stanje,useljivo,1996,3
822,77060,Adice,Adice,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",53,uknjiženo,u izgradnji,useljivo,2022,1
823,82500,Adice,Adice,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",57,uknjiženo,u izgradnji,useljivo,2022,1
824,83850,Adice,Adice,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",58,uknjiženo,u izgradnji,useljivo,2022,1
825,82700,Adice,Adice,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",57,uknjiženo,u izgradnji,useljivo,2022,1
826,92700,Bulevar Oslobođenja,Novosadskog sajma,1,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",30,uknjiženo,novo,useljivo,2022,1
827,154500,Sajmište,Sajmište,4,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",75,uknjiženo,uobičajeno stanje,useljivo,2014,1
828,309000,Sajmište,Sajmište,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",156,uknjiženo,novo,useljivo,2019,5
829,85490,Detelinara,Stara Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",62,uknjiženo,novo,useljivo,2019,4
830,129420,Adice,Adice,4,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",79,uknjiženo,u izgradnji,useljivo,2019,2
831,82400,Grbavica,MISE DIMITRIJEVICA,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",40,uknjiženo,u izgradnji,useljivo,2019,2
832,103000,Stari Grad,VUKA KARADZICA,2,etažno grejanje,prazno,ima lift (1),"telefon, kablovska",44,uknjiženo,u izgradnji,useljivo,2019,2
833,442000,Bulevar Evrope,Bulevar Evrope,5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",149,uknjiženo,u izgradnji,useljivo,2019,1
834,120000,Liman,Balzakova 21,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, interfon, klima, ventilacija",65,uknjiženo,uobičajeno stanje,useljivo,1970,7
835,494400,Banatić,Železnička stanica,5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, interfon, klima, ventilacija",150,uknjiženo,novo,useljivo,1970,1
836,149350,Podbara,Beogradski Kej,3,centralno grejanje,prazno,ima lift (2),"telefon, kablovska, video nadzor, interfon, klima, ventilacija",72,uknjiženo,uobičajeno stanje,useljivo,1970,3
837,370800,Sremska Kamenica,Sremska Kamenica,6,etažno grejanje,prazno,ima lift (2),"telefon, kablovska, video nadzor, interfon, klima, ventilacija",134,uknjiženo,uobičajeno stanje,useljivo,2020,1
838,87550,Grbavica,Grbavica,1.5,centralno grejanje,prazno,ima lift (1),kablovska,39,uknjiženo,uobičajeno stanje,useljivo,2020,visoko
839,204860,Novo Naselje,Novo Naselje,4,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",100,nije uknjiženo,uobičajeno stanje,useljivo,2020,visoko
840,115900,Detelinara,Janka Veselinovića,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,uobičajeno stanje,useljivo,2020,visoko
841,46350,Bulevar Evrope,Bulevar Evrope,1.5,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",30,uknjiženo,novo,useljivo,2020,suteren
842,281200,Stari Grad,Centar,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",103,uknjiženo,uobičajeno stanje,useljivo,2006,6
843,61800,Novo Naselje,Novo Naselje,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",28,uknjiženo,uobičajeno stanje,useljivo,2012,visoko
844,149550,Stari Grad,Centar,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",66,uknjiženo,u izgradnji,useljivo,2022,3
845,149350,Rotkvarija,Socijalno,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, video nadzor, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, rerna, šporet, ležaj, plakar",77,uknjiženo,u izgradnji,useljivo,2022,2
846,149350,Liman,Ive Andrića,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, video nadzor, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, rerna, šporet, ležaj, plakar",58,uknjiženo,uobičajeno stanje,useljivo,2022,2
847,72100,Adice,Adice,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",41,uknjiženo,novo,useljivo,2020,potkrovlje
848,87600,Grbavica,Grbavica,1,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska, TV, klima, kuhinjski elementi, frižider, rerna, plakar",38,uknjiženo,održavano,useljivo,2020,1
849,103000,Grbavica,Grbavica,1,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",27,uknjiženo,novo,useljivo,2020,4
850,91900,Grbavica,Grbavica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",51,uknjiženo,novo,useljivo,2020,5
851,90640,Detelinara,Nova Detelinara,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",47,uknjiženo,uobičajeno stanje,useljivo,2020,2
852,106100,Detelinara,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",53,uknjiženo,uobičajeno stanje,useljivo,2020,3
853,97850,Sajmište,"SAJAM, NOVI SAD",2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",37,uknjiženo,uobičajeno stanje,useljivo,2020,5
854,154500,Detelinara,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",82,uknjiženo,uobičajeno stanje,useljivo,2020,4
855,56650,Banatić,"ZELEZNICKA STANICA, NOVI SAD",0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",22,uknjiženo,uobičajeno stanje,useljivo,2020,5
856,163200,Detelinara,Veselina Masleše,3.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",68,uknjiženo,uobičajeno stanje,useljivo,2020,5
857,61700,Novo Naselje,Novo Naselje,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",28,uknjiženo,uobičajeno stanje,useljivo,2016,visoko
858,123500,Adice,Adice,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",64,uknjiženo,uobičajeno stanje,useljivo,2020,prizemlje
859,162700,Bulevar Oslobođenja,Bulevar Oslobođenja,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",53,uknjiženo,uobičajeno stanje,useljivo,1967,visoko
860,56650,Banatić,Železnička stanica,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",22,uknjiženo,uobičajeno stanje,useljivo,2000,5
861,141550,Telep,Južni Telep,3,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",67,uknjiženo,u izgradnji,useljivo,2000,2
862,139050,Detelinara,Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",74,uknjiženo,novo,useljivo,2000,5
863,169950,Adamovićevo Naselje,Cara Dušana,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",48,uknjiženo,novo,useljivo,2000,4
864,63650,Detelinara,Nova Detelinara,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",24,uknjiženo,renovirano,useljivo,2000,visoko
865,322000,Bulevar Evrope,Bulevar Evrope,5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",145,uknjiženo,u izgradnji,useljivo,2022,2
866,322000,Bulevar Evrope,Bulevar Evrope,5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",192,uknjiženo,u izgradnji,useljivo,2022,1
867,234800,Bulevar Evrope,Bulevar Evrope,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",133,uknjiženo,u izgradnji,useljivo,2022,prizemlje
868,210600,Bulevar Evrope,Bulevar Evrope,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",92,uknjiženo,u izgradnji,useljivo,2022,prizemlje
869,106000,Rotkvarija,Socijalno,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",45,uknjiženo,u izgradnji,useljivo,2022,1
870,135050,Klisa,Klisa,4,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",88,uknjiženo,novo,useljivo,2022,1
871,146878,Novo Naselje,Novo Naselje,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",92,uknjiženo,uobičajeno stanje,useljivo,1996,2
872,133900,Adamovićevo Naselje,Cara Dušana,2.5,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon",65,uknjiženo,uobičajeno stanje,useljivo,2010,1
873,84000,Stari Grad,Matice srpske,1,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, interfon",28,uknjiženo,uobičajeno stanje,useljivo,2010,prizemlje
874,120000,Telep,Desanke Maksimović,3.5,etažno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",64,nije uknjiženo,uobičajeno stanje,useljivo,2010,prizemlje
875,129780,Liman,Liman 3,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",73,uknjiženo,uobičajeno stanje,useljivo,2010,8
876,106000,Rotkvarija,Socijalno,1.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",45,uknjiženo,uobičajeno stanje,useljivo,2010,1
877,133900,Grbavica,Grbavica,3.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",111,uknjiženo,uobičajeno stanje,useljivo,2010,6
878,60770,Adice,Adice,2,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon",63,uknjiženo,uobičajeno stanje,useljivo,2010,2
879,46350,Bulevar Evrope,Bulevar Evrope,1.5,grejanje na struju,namešteno,ima lift (1),"kablovska, internet, interfon",30,uknjiženo,uobičajeno stanje,useljivo,2010,suteren
880,85490,Detelinara,Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",62,uknjiženo,uobičajeno stanje,useljivo,2010,4
881,82400,Grbavica,Grbavica,1.5,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",40,uknjiženo,uobičajeno stanje,useljivo,2010,4
882,108150,Novo Naselje,Novo Naselje,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",60,uknjiženo,uobičajeno stanje,useljivo,2010,4
883,115800,Detelinara,JANKA VESELINOVICA,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",45,uknjiženo,uobičajeno stanje,useljivo,2010,4
884,128550,Podbara,Podbara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",78,uknjiženo,uobičajeno stanje,useljivo,2010,4
885,157100,Bulevar Oslobođenja,Bulevar Oslobođenja,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",68,uknjiženo,uobičajeno stanje,useljivo,2010,1
886,92700,Sajmište,jovana hranilovica,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",48,uknjiženo,novo,useljivo,2010,3
887,125000,Liman,Liman 3,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",70,uknjiženo,novo,useljivo,2010,4
888,145230,Podbara,djordja rajkovica,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",61,uknjiženo,novo,useljivo,2010,1
889,133900,Bulevar Evrope,Bulevar Evrope,2.5,centralno grejanje,prazno,ima lift (2),"telefon, kablovska, klima",62,uknjiženo,novo,useljivo,2010,8
890,55650,Telep,adi endrea,1,grejanje na struju,namešteno,ima lift (2),"telefon, kablovska, klima",25,uknjiženo,novo,useljivo,2010,2
891,113300,Stari Grad,Centar,2,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska, klima",44,uknjiženo,u izgradnji,useljivo,2010,1
892,220620,Grbavica,"GRBAVICA, NOVI SAD",5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",157,uknjiženo,uobičajeno stanje,useljivo,2006,5
893,134930,Rotkvarija,Socijalno,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",57,uknjiženo,uobičajeno stanje,useljivo,2006,3
894,94760,Telep,Telep,2,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2006,2
895,494400,Bulevar Oslobođenja,Bulevar Oslobođenja,4,centralno grejanje,namešteno,ima lift (1),klima,150,uknjiženo,uobičajeno stanje,useljivo,2006,1
896,151400,Liman,ive andrica,3,centralno grejanje,prazno,ima lift (1),klima,58,uknjiženo,renovirano,useljivo,2006,1
897,113300,Stari Grad,Centar,1.5,centralno grejanje,prazno,ima lift (1),klima,44,uknjiženo,u izgradnji,useljivo,2006,visoko
898,133900,Stari Grad,Kej,2.5,centralno grejanje,prazno,ima lift (1),klima,60,uknjiženo,u izgradnji,useljivo,2006,2
899,206000,Stari Grad,stevana milovanova,2.5,centralno grejanje,prazno,ima lift (1),klima,80,uknjiženo,renovirano,useljivo,2006,1
900,136270,Bulevar Evrope,Bulevar Evrope,2.5,grejanje na gas,prazno,ima lift (1),klima,49,uknjiženo,renovirano,useljivo,2006,4
901,113300,Stari Grad,PIONIRSKA,1.5,centralno grejanje,prazno,ima lift (1),klima,44,uknjiženo,renovirano,useljivo,2006,4
902,61800,Stari Grad,Centar,2,centralno grejanje,namešteno,ima lift (1),"kablovska, TV, klima, veš mašina, frižider, šporet, ležaj",57,uknjiženo,renovirano,useljivo,2006,4
903,89600,Detelinara,Nova Detelinara,1.5,centralno grejanje,prazno,ima lift (1),"kablovska, TV, klima, veš mašina, frižider, šporet, ležaj",42,uknjiženo,renovirano,useljivo,2006,3
904,143580,Novo Naselje,Novo Naselje,4,centralno grejanje,prazno,ima lift (1),"kablovska, TV, klima, veš mašina, frižider, šporet, ležaj",90,uknjiženo,uobičajeno stanje,useljivo,2006,3
905,145520,Novo Naselje,Novo Naselje,4,centralno grejanje,prazno,ima lift (1),"kablovska, TV, klima, veš mašina, frižider, šporet, ležaj",91,uknjiženo,uobičajeno stanje,useljivo,2006,2
906,149350,Liman,Liman 4,2.5,centralno grejanje,prazno,ima lift (1),"kablovska, TV, klima, veš mašina, frižider, šporet, ležaj",58,uknjiženo,uobičajeno stanje,useljivo,1987,1
907,128750,Podbara,Kosovska,3,centralno grejanje,prazno,ima lift (1),"interfon, klima",76,uknjiženo,uobičajeno stanje,useljivo,1987,3
908,189000,Sajmište,Sajmište,3,grejanje na gas,prazno,ima lift (1),klima,68,uknjiženo,novo,useljivo,2021,7
909,133080,Podbara,Podbara,3,centralno grejanje,prazno,ima lift (1),klima,68,uknjiženo,novo,useljivo,2021,prizemlje
910,142600,Novo Naselje,Šarengrad,3.5,centralno grejanje,prazno,ima lift (1),klima,91,uknjiženo,novo,useljivo,1995,1
911,77500,Grbavica,Grbavica,0.5,centralno grejanje,prazno,ima lift (1),klima,25,uknjiženo,novo,useljivo,2006,visoko
912,113300,Detelinara,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),klima,59,uknjiženo,uobičajeno stanje,useljivo,2005,1
913,110000,Rotkvarija,Socijalno,2,centralno grejanje,prazno,ima lift (1),klima,65,uknjiženo,renovirano,useljivo,2005,1
914,32000,Vidovdansko Naselje,Vidovdansko Naselje,0.5,podno grejanje,prazno,ima lift (1),"kuhinjski elementi, frižider, zamrzivač, rerna, ležaj",13,uknjiženo,renovirano,useljivo,2000,2
915,85000,Bulevar Evrope,Bulevar Evrope,1.5,centralno grejanje,prazno,ima lift (1),"kuhinjski elementi, frižider, zamrzivač, rerna, ležaj",37,uknjiženo,renovirano,useljivo,2000,2
916,156900,Bulevar Oslobođenja,Bulevar Oslobođenja,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",68,uknjiženo,renovirano,useljivo,2000,1
917,157100,Bulevar Oslobođenja,Bulevar Oslobođenja,3,centralno grejanje,prazno,ima lift (1),"interfon, klima",68,uknjiženo,renovirano,useljivo,2000,1
918,123600,Adice,Adice,3.5,centralno grejanje,prazno,ima lift (1),"interfon, klima",64,uknjiženo,uobičajeno stanje,useljivo,2018,prizemlje
919,113300,Stari Grad,Centar,1.5,centralno grejanje,prazno,ima lift (1),"interfon, klima",44,uknjiženo,uobičajeno stanje,useljivo,1962,visoko
920,113300,Stari Grad,Centar,2,centralno grejanje,prazno,ima lift (1),"interfon, klima",44,uknjiženo,uobičajeno stanje,useljivo,1962,visoko
921,45000,Bulevar Evrope,Bulevar Evrope,1.5,grejanje na struju,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",30,uknjiženo,novo,useljivo,2020,suteren
922,191580,Liman,Liman 4,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",93,uknjiženo,novo,useljivo,2020,5
923,206000,Podbara,Beogradski Kej,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",80,uknjiženo,renovirano,useljivo,2020,1
924,110000,Stari Grad,Pionirska,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",44,uknjiženo,renovirano,useljivo,2020,visoko
925,155000,Adamovićevo Naselje,Aranj Janoša,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",57,nije uknjiženo,novo,useljivo,2020,5
